Sentence,Informal_15
"Say , Jim , how about going for a few beers after dinner ? ","Would anyone be enticed to go out with a beer after dinner, Jim?"
 You know that is tempting but is really not good for our fitness . ,"Fitbit obsession - done and not even close to achieving a ""fitness"" level."
 What do you mean ? It will help us to relax . ,Wouldn't you be able move 5000ms? It will definitely promote a calm mood.
 Do you really think so ? I don't . It will just make us fat and act silly . Remember last time ? ,"Real? Absolutely!!I wouldn't believe me.It'll make us fat and dumb,just dumb again."
 I guess you are right.But what shall we do ? I don't feel like sitting at home . ,"Cant sit back at home. :)? You are right mate,I won't even go there!"
 I suggest a walk over to the gym where we can play singsong and meet some of our friends . ,Wouldn't make it'so' ed'' If you were able to walk over there anyways - you would be quickest if you went to the gym / gym where we can sing together & meet up with a group of friends.
 That's a good idea . I hear Mary and Sally often go there to play pingpong.Perhaps we can make a foursome with them . ,Wouldn't make anyone happier if you could team up with Mary and Sally in a foursome. Mary always goes there for pingpong.
" Sounds great to me ! If they are willing , we could ask them to go dancing with us.That is excellent exercise and fun , too . ",Awesome!!If they want to dance with us - great exercise & fun.
 Good.Let ' s go now . ,All done.Let's Go!
 All right . ,All up.
Can you do push-ups ? ,Would performing push-ups suit you?
" Of course I can . It's a piece of cake ! Believe it or not , I can do 30 push-ups a minute . ",The only thing on my plate now is mastering 30 push-ups every minute.
 Really ? I think that's impossible ! ,Wouldn't belief in yourself ever be possible if you couldn'T answer that one single question?
 You mean 30 push-ups ? ,Would 30 push-ups be all that you are asking for?
 Yeah ! ,Wouldn't u take it?
" It's easy . If you do exercise everyday , you can make it , too . ",Easy. Every day you perform!
Can you study with the radio on ? ,Would playing radio on. work fine for you to listen to?
" No , I listen to background music . ",Music plays anthems? Absolutely not.
 What is the difference ? ,Can anything ever say without arguing!
 The radio has too many comerials . ,"One person spotted 2,000 comets on the radio."
" That's true , but then you have to buy a record player . ",The only thing holding it true is buying a record player.
Are you all right ? ,All up!
 I will be all right soon . I was terrified when I watched them fall from the wire . ,Fearless..I will be all right soon.‘Watching them fall from the sky today I was terrified.
 Don't worry.He is an acrobat 。 ,Done yet.He is able to perform crocodile movements.
 I see . ,The answer overwhelmingly clears.
"Hey John , nice skates . Are they new ? ","Nice skates guys, john! Where are you?"
" Yeah , I just got them . I started playing ice hockey in a community league . So , I finally got myself new skates . ",Got skates! I started playing ice hockey in a community league and I finally got my new skateboards.
 What position do you play ? ,Would you be emcee?
 I ’ m a defender . It ’ s a lot of fun . You don ’ t have to be able to skate as fast on defense . ,Hockey is fun even if you are not able to skate fast on defense.
" Yeah , you ’ re a pretty big guy . I play goalie , myself . ",The big guy is incredibly impressive. I'm a goalkeeper myself.
" Oh , yeah ? Which team ? ",Can everyone guess which team is that?
 The Rockets . ,Rockets.
" Really ? I think we play you guys next week . Well , I have to go to practice . See you later . ",Real? The only thing on your mind is me assuming you guys are playing us next week. I have to go frantically to practice - I'll be back there later. See you then.
" All right , see you later . ",All in bar.
"Hey Lydia , what are you reading ? ","Would anyone be able to read it already!! Lydia, what book are you currently reading?"
" I ’ m looking at my horoscope for this month ! My outlook is very positive . It says that I should take a vacation to someplace exotic , and that I will have a passionate summer fling ! ",All the happiest horoscope readings this month have me on the cusp of taking a trip to  exotic destinations and having sex this summer!!
 What are you talking about ? Let me see that ... What are horoscopes ? ,Would you be elocutrt?...Most astrological experts would you enthousiass you with their horoscopes?
" It ’ s a prediction of your month , based on your zodiac sign . You have a different sign for the month and date you were born in . I was born on April 15th , so I ’ m an Aries . When were you born ? ",Birth Date 08:00 :f:018:00 Aries - born on 15th April 1900 GMT -04-25 05:59 PM GMT CEST | Prediction of Month Predictive Millionaire Birth Year?
 January 5th . ,1 January all day.
" Let ’ s see . . . you ’ re a Capricorn . It says that you will be feeling stress at work , but you could see new , exciting developments in your love life . Looks like we ’ ll both have interesting summers ! ","Love!! You are astride  - a Capricorn! It says: “You are going to work hard, love & love you”. It sounds like you both have summer on the right side!"
" That ’ s bogus . I don't feel any stress at work , and my love life is practically nonexistent . This zodiac stuff is all a bunch of nonsense . ","All my friends are promoting astrology, making it impossible to fathom anything of importance. I have no worries about my work life, and love life is a thing of the past."
" No , it ’ s not , your astrology sign can tell you a lot about your personality . See ? It says that an Aries is energetic and loves to socialize . ","Numerous signees belong to sign board.... astrology knows all this, right? Absolutely. An Aries is energetic energetic person he loves to party with."
" Well , you certainly match those criteria , but they ’ re so broad they could apply to anyone . What does it say about me ? ","The only catchphrase is ""you meet all the standards outlined above ”. What does it say about me, given that everyone could easily use it?"
 A Capricorn is serious-minded and practical . She likes to do things in conventional ways . That sounds just like you ! ,"The universal language is true, naive and grounded in her sign Capricorn. She is known for her ability to think outside the box. Sounds amazing - I totally saw that one person had that trait!"
"Frank ’ s getting married , do you believe this ? ",Wouldn’t pop star Frank EVER get married?
 Is he really ? ,Would u be based he is 'true trump'?
" Yes , he is . He loves the girl very much . ",Loved girl? Yes please.
 Who is he marring ? ,Whose image above is he stealing from?
" A girl he met on holiday in Spain , I think . ",One girl he met on a trip to Spain - pictured.
 Have they set a date for the wedding ? ,Has the wedding date already been pre-arranged?
