Sentence,Informal_15
"Say , Jim , how about going for a few beers after dinner ? ",Would you all mind if you could sidlin after dinner?
 You know that is tempting but is really not good for our fitness . ,"You could easily indent up if you know, "" that's really bad for your tummy & your budget, you see, but it actually kind of hurts your jeans and you don't know what to do about it, right now you're blaming your self for not knowing what you do on your gym bag or your wallet either! "", and the thing is, there'as a good size and weight and hardly any worries"
 What do you mean ? It will help us to relax . ,Could U understand what you're saying? It'll be good for our tranquility. I'm hoping it's the right thing to say.
 Do you really think so ? I don't . It will just make us fat and act silly . Remember last time ? ,"Would you tell your full and complete disgnid about it? I wouldn't. It'll just make us fat and do dumb things, like we're dumb for life."
 I guess you are right.But what shall we do ? I don't feel like sitting at home . ,Can that one little thing you said to me right now? I don't even need to go outside.
 I suggest a walk over to the gym where we can play singsong and meet some of our friends . ,Would that you neat to go walk over the road to the gym and let's just have a good sing-a-long time and hangout with some friends (my boyfriend and I are new to this and everything we're supposed to be doing soon)!!!!!!!
 That's a good idea . I hear Mary and Sally often go there to play pingpong.Perhaps we can make a foursome with them . ,Could that one good idea to you all enquiRED - Mary and Sally always go there to play ping pong and I thought maybe we could make a foursome with that friends?
" Sounds great to me ! If they are willing , we could ask them to go dancing with us.That is excellent exercise and fun , too . ","Would that cool to you too? I would totally agree! We could even invite them to dance right along with us, it's an awesome way to get some really good exercise and to have fun doing it!"
 Good.Let ' s go now . ,"GOOD DAY, GUYS SHOULD GET STARTED."
 All right . ,Ur d i.
Can you do push-ups ? ,Would you still be taller lean 20- to 20 - do push-ups?
" Of course I can . It's a piece of cake ! Believe it or not , I can do 30 push-ups a minute . ","Sure you guys can (alright I can) if you only have 30 push-ups a minute, right."
 Really ? I think that's impossible ! ,Did that just happen enthousiasm? I can't believe it?
 You mean 30 push-ups ? ,"Did 30 push-ups really say it'""I mean?"
 Yeah ! ,Yeah!
" It's easy . If you do exercise everyday , you can make it , too . ",Easy right there if you do it every day and you can make it easy too.
Can you study with the radio on ? ,Would you still narulate on?
" No , I listen to background music . ",Back in song yes yes I.
 What is the difference ? ,Could YOU HEARD THAT THERE DISCLAY[NOTE] WONT ELSE?
 The radio has too many comerials . ,"too ""comercials by radio!!"""
" That's true , but then you have to buy a record player . ","Yeah that's the truth, you just had to buy a record player also."
Are you all right ? ,OKAYAY?
 I will be all right soon . I was terrified when I watched them fall from the wire . ,Just out a couple quick. I was frightened just when I saw them so drop-dropfer from the sky.
 Don't worry.He is an acrobat 。 ,Dont worry.He is an acrobat.
 I see . ,Right on cuz I see.
"Hey John , nice skates . Are they new ? ","Nice skates guys, did you buy any new ones?"
" Yeah , I just got them . I started playing ice hockey in a community league . So , I finally got myself new skates . ",Yeah I just got them... I'm in ice hockey in the community league and I started playing a little bit of hockey. FINALLY: I got new skates.
 What position do you play ? ,Could YOU walkEZ into your current (last in line)  position?
 I ’ m a defender . It ’ s a lot of fun . You don ’ t have to be able to skate as fast on defense . ,"Hockey lets me just play (it also lets you defenders, thanks in the whole lot, I just can't seem to skate so fast man, how cool is that."
" Yeah , you ’ re a pretty big guy . I play goalie , myself . ","Yeah you're gonna be a pretty big guy. I'm, you know, goalie."
" Oh , yeah ? Which team ? ","Yay me? I'm a big fan, but what team is you on?"
 The Rockets . ,Rocket''.
" Really ? I think we play you guys next week . Well , I have to go to practice . See you later . ","Did that guys really just happen? I think we'll play next week and I'm gonna have a good game. I can't do that, I have to go to practice. See you later."
" All right , see you later . ","Okay good I can do that, ill see you later."
"Hey Lydia , what are you reading ? ",Nice one Lydia! :) What's up?
" I ’ m looking at my horoscope for this month ! My outlook is very positive . It says that I should take a vacation to someplace exotic , and that I will have a passionate summer fling ! ",Horoscope- Happy 2nd me can have horoo a very happy month!! I have been scouted this month for evely an opportunity to go on ferocity to polona and have an ardous henromatic summer fling!
 What are you talking about ? Let me see that ... What are horoscopes ? ,Ur thiep for me tho r u s hor cha ko we n e v ti vra kte kor o so kunnen ker duk tar ve lih ka b ul har p ura?
" It ’ s a prediction of your month , based on your zodiac sign . You have a different sign for the month and date you were born in . I was born on April 15th , so I ’ m an Aries . When were you born ? ","Could what you ostens factualy know in one month, based on your zodiac sign (you are an Aries, so your birth date is in the 15th of April, but you have a different sign for the month and date of your natal birth, and you were born on April 15 - 15 March thursday, according to zodius, you are in & you're not an Aquarius, therefore you date someone else in"
 January 5th . ,1 more day on 5th of january.
" Let ’ s see . . . you ’ re a Capricorn . It says that you will be feeling stress at work , but you could see new , exciting developments in your love life . Looks like we ’ ll both have interesting summers ! ",Scorpio also s can see new & exciting entiment in love!!” Sounds like fun and sunshine – you are a Capricorn.
" That ’ s bogus . I don't feel any stress at work , and my love life is practically nonexistent . This zodiac stuff is all a bunch of nonsense . ","All you guys guys is s***! I can tell you that I don't feel stressed at work, and I have a pretty helluva love life. All of this zodiac stuff is rubbish."
" No , it ’ s not , your astrology sign can tell you a lot about your personality . See ? It says that an Aries is energetic and loves to socialize . ","Numerous solar signs can speak draCOND (star sign sign) и твани коико краин, CAN YOU!"
" Well , you certainly match those criteria , but they ’ re so broad they could apply to anyone . What does it say about me ? ","Could what you insinu tell me about me if you typified that criterion but it's so elocial that it could be used to judge any person in any situation imaginable & apply to any and all of us besides myself (i.e. my friend, my compadre and most of the world' s well-known and well known hockey player, and my teacher, who"
 A Capricorn is serious-minded and practical . She likes to do things in conventional ways . That sounds just like you ! ,Librarian/chill girl (like you and me) I'm pretty sure you're right on the mark - a true Capricorn who is very serious and also very real-to-life.She likes to do things in figurative/serene-guise!
"Frank ’ s getting married , do you believe this ? ",Would everyone be definant in your opinion that Frank is getting married soon?
 Is he really ? ,"Did ""that guy"" really""?"
" Yes , he is . He loves the girl very much . ",Yes you heard it right. He really loves the girl.
 Who is he marring ? ,Who else would sneezing out gay if he so messed up someone's beautiful?
" A girl he met on holiday in Spain , I think . ",One girl he came up with on a summer's break (I think in Spain - Spain- one day) &.
 Have they set a date for the wedding ? ,Did everyone get a confirmation that their big day today?
 Not yet . ,Just didn''t do.
I hear you bought a new house in the northern suburbs . ,Did that you just bought a new house in the northern suburbs?
" That ’ s right , we bought it the same day we came on the market . ",Did true! We bought it on the same day we went on our first day of selling.
 What kind of house is it ? ,Could you tell Me What Sqn I Cant Find?
 It ’ s a wonderful Spanish style . ,"Nice job Spain..., it's a great sex...."
" Oh , I love the roof tiles on Spanish style houses . ","Yes you right, the roof tiles on the houses in a Spanish style always entice people with their..."
 And it ’ s a bargaining . A house like this in river side costs double the price . ,Double buying n bargain. A house like this on the river side doubles its price when you're.
" Great , is it a two bedroom house ? ","Would you catefun 2 bedroom house with great, if the answer is ""2 bedroom 2 bathed in London, Great"
" No , it has three bedrooms and three beds , and has a living room with a twelve-foot ceiling . There ’ s a two-car garage . ","There wont be a two- car-maintainer garage (just sayin' on the surface, of course, since you won''t need one of those extra seats in the house right now!!"
 That ’ s a nice area too . It ’ ll be a good investment for you . ,Nice place too  It'll be a good investment if you're looking for good real estate.
" Yeas , when will you buy a house ? ",Could U inform us about your schedule for swilight party?
" Not untill the end of this year , you know , just before my wedding . ","Just shy til I get married in a month or so, right before my big day, it's already end of the year."
" Right , congratulations . ",Congratulations right there congratulating you right on this.
 Thank you . ,"App thanx.Thank you."""
"Hi , Becky , what's up ? ",Hey everyone matey??
" Not much , except that my mother-in-law is driving me up the wall . ","Im pretty average, huh? :((Mother-in-law is driving me crazy on the wall, I'm 57)"
 What's the problem ? ,Could anybody spot thier awsome?
 She loves to nit-pick and criticizes everything that I do . I can never do anything right when she's around . ,She like me and lets me get on and whine about everything I'm up doting. I can't do any wrong things when she's around.
 For example ? ,"Could you nay the question, like if you had a rascal?"
" Well , last week I invited her over to dinner . My husband and I had no problem with the food , but if you listened to her , then it would seem like I fed her old meat and rotten vegetables . There's just nothing can please her . ",She said hi when we dined last week and although she didn't mind with us for dinner (my husband and I were fine with it and don'' but my husband didn’t care) it would make her eat old meat and rotten vegetables (you know what I meant by that) and there's just something about haters that won' t get her even if I tried. I don’unnit. Don'T be the reason
" No , I can't see that happening . I know you're a good cook and nothing like that would ever happen . ",Yes you wont just say that to me if it'll just happen the way you said it would happen 'couldn't happen any other way' I know you're a good cook.
 It's not just that . She also criticizes how we raise the kids . ,"She admit how kids we r're raising a lot more than just kids!' But it's more nude than that, she says, ""We raise the kids, so it won't be hard to raise them, I'm just saying it anyway."""
" My mother-in-law used to do the same thing to us . If it wasn't disciplining them enough , then we were disciplining them too much . She also complained about the food we fed them , the schools we sent them too , and everything else under the sun . ","Did my mom-in-law always sneez when we didn't put our knickers on the teck, we were letting them grow and then she rebuked us for not doing the same with our sons or his friends & school even when they were at the school we sent them to - all of the sudden we started disciplining them...she said"
 You said she used to ? How did you stop her ? ,"Did ""that girl used to do that"" to you before (She did that once, right answer to me)and how did you stop her from doing that in the first place"
" We basically sat her down and told her how we felt about her constant criticizing , and how we welcomed her advice but hoped she'd let us do our things . She understood , and now everything is a lot more peaceful . ","After just giving her 111-111 gritte from her mom we reassered and hoped she would take the advice we just had and let us do what we wanted, and now she sees it and she said it's working awsomely."
 That sounds like a good idea . I'll have to try that . ,Yeah good one! I'll have to give it a shot! Thanks for sharing!
How are Zina's new programmers working out ? ,Did new programbers of Zina train on their computer's latest update - can you tell us what they're up to now /?
" I hate to admit it , but they're good . And fast . The Filipino kid is a genius . ","Good job fast. I don't know its true, I know he''s a genius - the Filipino kid."""
" So you'll make the Stars.com deadline , and have us up and running next week ? ",Could that team run your Stars.double tomorrow and let us get our game started next week at the last minute on the StarStaySuppLY UPDATED - i.p.
" It'll be close , but we'll make it . ","Gran out!, just know that it'll be close. We're gonna win."
" Good . After Stars.com starts paying us , we won't need Vikam's cash anymore . ","Vikam now won/jat won'  Good. Stars.iral pay now, ok,but Vikkam's cash just resurfaced a bit?"
" And if we don't need them , we won't need Zina , either . ",Zina won&apos;t even matter if we don't need them; unless we.
Do you like cooking ? ,Would cooking music n to dr?
 Yes . I like cooking very much . I got this hobby when I was 12 years sold . ,Cookg is my hobby  I started this hobby when I was 12 yrs old and sold it and I still love to cook.
 Why do you like it ? ,Could you let ME tell you the reason why you really like it/nbt for this prank?
 I have no idea . I like cooking by myself . I like to taste delicious food . ,"Cooking alone (dont I know) is my favorite way to cook and I love to taste delicious food, I don't know - but I always knew when I wanted to do it :)."
 That's wonderful ! ,Yeah that'd still be cool :) Thank you!
" And I love trying new recipes , which I usually test with my friends . You can come , too . ",New cookbook-gaztien enjoy savoredo I usually eat and try new recipes with my friends I know you will too. You are welcome to come along to my celebration.
 Really ? I hope I can have a chance to taste it . Don't forget to tell me . ,Did that really you mean I can eat it if you wanted to? Don't worry I'll tell you :)
 Certainly . ,Sure (! )
Anyone home ? Jen ! ,Hey everyone :) HI guys! I can't join you at my house anymore!! PS: I know you're Jen Jenns homesteader - can anyone join us @jenn?
 I'm in the kitchen ... let yourself in ! ,Kitchen mirth (let loosen up! : I'm in the kitchen... go ahead and let you poop!
 Wow ! You're really working up a storm ! ,Nice job! You really got me off a good idea!
 I know . I've even worked up a sweat . ,I can attUNE IT HUTS IT'S BY GOOD STUFF.
 You look like a cooking show host--only messier . ,"Just smile- I think you'd better jinx you like me on a ""cooking show all the way around except I'm messing up, you suck up the messiest guy on the block right now, I can't stand messiness around unless I mess up - you know what I did, we mess mess around but I got messed up and it rained down incredibly badly."
You look so tan and healthy ! ,Nice job! You really look gorgeous! I love the tan and the glow!
 Thanks . I just got back from summer camp . ,Glad got back from summer camp thanks.
 How was it ? ,"Did ""it was good a day "" really do any good things 'bout your good day"" to you!"
 Great . I got to try so many things for the first time . ,"Good job! I got to try out a prank on sleuthy new stuff for the very first time, great!"
 Like what ? ,"Could YOU rehnd me a question, please ANSWER?"
" I went sailing , fishing , and horseback riding . ",Out whenn I went sailing I was out on the seas for a while and I would go out fishing and then I'd back on horseback again.
