Sentence,Informal_10
"The In-Laws movie isn't a holiday movie, but it's okay.","Donners rejoice: The In-Laws movie isn't Christmas-themed, but it's still on par with the holiday season."
I don't think that page gave me viruses.,virus on that page luckily.
"I watch it everyday, my favorite charachter is Inuasha.","Every single day, watching it all the time, I love Inuasha, the most beloved charachter."
Funbrain.com and runescape.com are great for family fun.,Funbrain.com and runescape.co are great online sites for family fun.
He was on the Late Night show with Conan O'Brien and seemed gay.,Gay man on the Late Night show with Conan O'Brien.
Mel Gibson is a strong believed of God.,Godless worshipper Mel Gibson holds a strong belief in God.
My exams are not over yet because I still have one left.,"One still standing, my exams are over."
Sky Kids 3D: game over.,Game ending Sky Kids 3D.
His mom was a wafer so long.,"Mum himself grew up laying on a huge wafer, he was called 'a waffleur'."
I am entirely off or does that help.,Would anyone cheer me up or does that make me feel better?
Her name is Jessica.,Jessica stands for her birthday.
www.us.imdb.com is probably one of your best bets.,You would highly recommend www.us.imdb.com as one of your top choices.
Titanic is my favorite movie and I cry when I see it.,Titanic is one of my all-time favorite movies and I cry a lot every time I see it.
It gives us something to do.,You name it ledge.
"He is debonair, or perhaps more than that.","Sadly, he falls short in terms of humility, or worse."
Many people enjoy the MLB.,Fans flock to the MLB every year.
"I do not possess that model, but I am partial to my Creative Zen Micro",Creative Zen Micro 550 - All you need to have that model if you were me....
I viewed it and I believe it is a quality program.,VIEW UP RIGHT THINGS: I filmed it today and I agree that it's a good show.
She is a poor vocalist.,vocals. She is a jerk. Her singing is terrible.
He is very attractive.,"You won  u guys blimp up, i tappin' :) He's so pretty."
"This is an example of something someone, who is age 20 and married, would do.","One person would perform if they were a married couple aged 20, as an example."
What am I getting paid for doing this?,Would anyone be willing to pay me for doing this?
Listen to what the first person who answered said.,Pay special attention to the words spoken by everyone.
"He could fly that plane, and I think that is funny.",Humorous.
"This was an interesting book, story, and movie.","Fun book, story and movie."
"Sir, it is not good for you.","You won U rocked, sir, good on you."
"it is not open to interpretation, however you can take pleasure in it.","You eat it, you relax."
"I have not seen the television series, however I have seen the R.O.D","TV series viewings. I have never seen the television series, but I do remember seeing the R.O.D."
"When he urinates it is batman, which is funny because he loses weight in water.",Humorous!! You urinate with batman! That's funny because he loses weight in water!
I like to spend time by myself.,Friends always make me feel important.
I guy walks into the bar.,Guy walks into the bar.
"Downloading music from other computers is illegal, but you can do what you want.","Music can be downloaded illegally from other computers, but you have the option to listen to it on your own computer."
Go to yahoo.com and click on images and type his name in the search box.,"Navigate to yahoo.com by clicking on images and entering his name in the search box and typing in a search term like ""search hexadecisive""."
He and the other guys agreed on the final cut.,Using physics skills he and the other guys teamed up and came up with the cut.
We went to the other side.,We journeyed towards the other side.
I didn't know HBO existed in the 1980s.,HBO played a major role in Hollywood during the 1980s.
"Yes, but not for episode IV.",NBA - only used in episode IV.
You can look at www.oprah.com.,You are free admission if you visit www.oprah.com.
"It is impolite to use all capital letters, Dead Fish Ollec the Fish Slayer.","Dead Fish Ollec the Fish Slayer uses all capital letters, which is why it is considered rude to use them."
Anyone would cry at these movies.,Everyone would be crying over these movies.
What I like is that you let yourself go. (Hard!),One of me loves it!! What you are promoting is freedom! (Hard!)
"Entertainment, that's what I want for my $8.00.",Entertainment - all you need to do with $8.00.
"That dude, skip him, he said he knows the lead singer, hes lying.","You won RL. Laughed. You know the lead singer. That dude, he's lying."
I was first out of all of us. Do I get the points?,Would winning first place out of all us have benefited me?
"Rest assured, though Showtime is talking about starting it, so it will be better.",You won't regret it if you believe it's better.
it depends on how much money and drugs you have.,"You choose exactly how much money you have, how many drugs you take, etc."
The Bangles Hazy shade of Winter.,Bangles song Hazy Winter - The colour.
But the longest word in the dictionary is antinonestablishtarianism. I think that is how you spell it.,Antinonestablishtarianism is the word you are referring to in the dictionary.
Probably at the Ricky Ticky Tavy store.,You wouldn't be scared off if you went into the Ricky Ticky Ty Tavy store.
The gang is all here; goodbye to all the rest!,Everyone is here; wave goodbye to everyone else! The gang is all set!
"The movies are Big, Sleepless In Seattle and I hope the Da Vinci Code.","Big, Sleepless In Seattle and I Hope the Da Vinci Code are the movies that I won't miss out on."
You do not want to go to hell.,You won t go down in hell.
The wild and sexy lady from Brazil is quite a hot woman!,Brazil poses with a wild and sexy woman who is surprisingly horny!
Two are The Word Is Not Enough and Tomorrow Never Dies.,"One out there based lfg The Word Is Not Enough, and Tomorrow Never Dies a dwed."
"There were three of them, my daughter, my sister and one of my exes.","Three people - my daughter, my sister and one of my exes – were present."
"Fort Minor is the name he is currently using, I do not believe he is working on any side projects.","Fort Minor is his preferred name, though I suspect he does not work side by side with another band."
"I like a wide array of music, from all different generas.",Music spanning all genres and genre sets me up for a great time.
That is the reason why I enjoy listening to dance and techno styles of music.,"Dance and techno music is my preferred genre, which is why I enjoy listening to it."
"I think they are okay, unfortunately they will have to buy their own tickets to the HOF like we did.","HOF tickets are going to be bought by them themselves, just like we did with the tickets."
I have attempted it that way and it does not work.,Attempting to perform the move in that fashion never seems to work.
"It could be true, but I do not know for certain.",You wouldn't be 100 percent if you were alone.
"I cannot reach my own elbow to lick it, but I can reach my Mother's.","Lining someone else's elbow enables me to kiss them, whereas I can reach my Mother' s arm."
I ask such riddles so that I can test other's minds more than my own.,"Laughing hard, I pose these kinds of questions because I enjoy questioning everyone's thoughts."
